,Cluster_ID,Size,Percentage,Avg_Age,Avg_Income,Avg_Spending,Avg_Recency_Score,Avg_Frequency_Score,Avg_Monetary_Score,Avg_CLV,Campaign_Response_Rate
Cluster_0,0,1576,70.7%,54.58185279187817,42425.10279187817,292.0304568527919,3.0272842639593907,2.456218274111675,2.331218274111675,345.1826769442831,0.034369712351945844
Cluster_1,1,653,29.3%,56.388973966309344,73809.97396630934,1362.1914241960185,2.9816232771822357,4.084226646248085,4.6049004594180705,1659.6073525958898,0.172281776416539
